name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
DRIFT,DRIFT,0.097688,162.92202092,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV4_D1631,CAV,0.3,163.12086492,0.034,0.034,CB07,CAV_B08,LS1,D1631,CAV4,b08 resonator
LS1_CB07:BLM_D1633,BLM,0.0,163.26995042,0.034,0.034,CB07,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,163.31911984,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:BPM_D1634,BPM,0.0,163.36646026,0.04,0.04,CB07,BPM6,LS1,D1634,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,163.39440026,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,163.46040826,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB07:SOL2_D1637,SOLCOR,0.5,163.74847626,0.04,0.04,CB07,SOL_S2,LS1,D1637,SOL2,solenoid+correctors
LS1_CB07:DCH_D1637,HCOR,0.0,163.74847626,0.04,0.04,CB07,S2,LS1,D1637,DCH,horiz. corrector magnet
LS1_CB07:DCV_D1637,VCOR,0.0,163.74847626,0.04,0.04,CB07,S2,LS1,D1637,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,164.03654426,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,164.12345626,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV5_D1643,CAV,0.3,164.32321476,0.034,0.034,CB07,CAV_B08,LS1,D1643,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,164.52205876,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV6_D1647,CAV,0.3,164.72090276,0.034,0.034,CB07,CAV_B08,LS1,D1647,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,164.91974676,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV7_D1651,CAV,0.3,165.11859076,0.034,0.034,CB07,CAV_B08,LS1,D1651,CAV7,b08 resonator
LS1_CB07:BLM_D1653,BLM,0.0,165.26767626,0.034,0.034,CB07,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,165.31684568,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:BPM_D1654,BPM,0.0,165.3641861,0.04,0.04,CB07,BPM6,LS1,D1654,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,165.3921261,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,165.4581341,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB07:SOL3_D1657,SOLCOR,0.5,165.7462021,0.04,0.04,CB07,SOL_S2,LS1,D1657,SOL3,solenoid+correctors
LS1_CB07:DCH_D1657,HCOR,0.0,165.7462021,0.04,0.04,CB07,S2,LS1,D1657,DCH,horiz. corrector magnet
LS1_CB07:DCV_D1657,VCOR,0.0,165.7462021,0.04,0.04,CB07,S2,LS1,D1657,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,166.0342701,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,166.1211821,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB07:CAV8_D1663,CAV,0.3,166.3209406,0.034,0.034,CB07,CAV_B08,LS1,D1663,CAV8,b08 resonator
DRIFT,DRIFT,0.1899075,166.5663516,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB07:GV_D1667,VALVE,0.057404,166.6895501,0.04,0.04,CB07,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.103502,166.7700031,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_WB07:BPM_D1668,BPM,0.0,166.8217541,0.04,0.04,WB07,BPM2,LS1,D1668,BPM,position monitor
DRIFT,DRIFT,0.145282,166.8943951,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB07:PORT_D1670,PORT,0.0,166.9670361,0.04,0.04,WB07,,LS1,NONE,PORT,port for future diagnostics
DRIFT,DRIFT,0.0,166.9670361,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
LS1_WB07:IP_D1670,PORT,0.0,166.9670361,0.04,0.04,WB07,IP_S,LS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,167.0326441,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:GV_D1671,VALVE,0.057404,167.1269541,0.04,0.04,CB08,NONE,LS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1899075,167.2501526,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellows
LS1_CB08:CAV1_D1675,CAV,0.3,167.4955636,0.034,0.034,CB08,CAV_B08,LS1,D1675,CAV1,b08 resonator
LS1_CB08:BLM_D1676,BLM,0.0,167.6446491,0.034,0.034,CB08,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,167.69381852,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:BPM_D1677,BPM,0.0,167.74115894,0.04,0.04,CB08,BPM6,LS1,D1677,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,167.76909894,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,167.83510694,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB08:SOL1_D1681,SOLCOR,0.5,168.12317494,0.04,0.04,CB08,SOL_S2,LS1,D1681,SOL1,solenoid+correctors
LS1_CB08:DCH_D1681,HCOR,0.0,168.12317494,0.04,0.04,CB08,S2,LS1,D1681,DCH,horiz. corrector magnet
LS1_CB08:DCV_D1681,VCOR,0.0,168.12317494,0.04,0.04,CB08,S2,LS1,D1681,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,168.41124294,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,168.49815494,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:CAV2_D1687,CAV,0.3,168.69791344,0.034,0.034,CB08,CAV_B08,LS1,D1687,CAV2,b08 resonator
DRIFT,DRIFT,0.097688,168.89675744,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:CAV3_D1691,CAV,0.3,169.09560144,0.034,0.034,CB08,CAV_B08,LS1,D1691,CAV3,b08 resonator
DRIFT,DRIFT,0.097688,169.29444544,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:CAV4_D1695,CAV,0.3,169.49328944,0.034,0.034,CB08,CAV_B08,LS1,D1695,CAV4,b08 resonator
LS1_CB08:BLM_D1696,BLM,0.0,169.64237494,0.034,0.034,CB08,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,169.69154436,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:BPM_D1697,BPM,0.0,169.73888478,0.04,0.04,CB08,BPM6,LS1,D1697,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,169.76682478,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,169.83283278,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB08:SOL2_D1701,SOLCOR,0.5,170.12090078,0.04,0.04,CB08,SOL_S2,LS1,D1701,SOL2,solenoid+correctors
LS1_CB08:DCH_D1701,HCOR,0.0,170.12090078,0.04,0.04,CB08,S2,LS1,D1701,DCH,horiz. corrector magnet
LS1_CB08:DCV_D1701,VCOR,0.0,170.12090078,0.04,0.04,CB08,S2,LS1,D1701,DCV,vert. corrector magnet
DRIFT,DRIFT,0.076136,170.40896878,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-exit
DRIFT,DRIFT,0.0986025,170.49588078,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:CAV5_D1707,CAV,0.3,170.69563928,0.034,0.034,CB08,CAV_B08,LS1,D1707,CAV5,b08 resonator
DRIFT,DRIFT,0.097688,170.89448328,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:CAV6_D1711,CAV,0.3,171.09332728,0.034,0.034,CB08,CAV_B08,LS1,D1711,CAV6,b08 resonator
DRIFT,DRIFT,0.097688,171.29217128,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:CAV7_D1715,CAV,0.3,171.49101528,0.034,0.034,CB08,CAV_B08,LS1,D1715,CAV7,b08 resonator
LS1_CB08:BLM_D1716,BLM,0.0,171.64010078,0.034,0.034,CB08,NONE,LS1,NONE,BLM,outside loss monitor
DRIFT,DRIFT,0.09559534,171.6892702,0.034,0.034,NONE,NONE,NONE,NONE,NONE,bellow
LS1_CB08:BPM_D1717,BPM,0.0,171.73661062,0.04,0.04,CB08,BPM6,LS1,D1717,BPM,"position monitor, BPMc"
DRIFT,DRIFT,0.05588,171.76455062,0.04,0.04,NONE,NONE,NONE,NONE,NONE,BPM-box
DRIFT,DRIFT,0.076136,171.83055862,0.04,0.04,NONE,NONE,NONE,NONE,NONE,solenoid-entry
LS1_CB08:SOL3_D1721,SOLCOR,0.5,172.11862662,0.04,0.04,CB08,SOL_S2,LS1,D1721,SOL3,solenoid+correctors
LS1_CB08:DCH_D1721,HCOR,0.0,172.11862662,0.04,0.04,CB08,S2,LS1,D1721,DCH,horiz. corrector magnet
