PV,elemIndex,elemPosition,elemLength,machine,elemName,elemHandle,elemField,elemType
V_1:LS1_CB08:CAV1_D1675:PHA_RD,481,55.27356718,0.3,V_1,LS1_CB08:CAV1_D1675,readback,PHA,CAV
V_1:LS1_CB08:CAV1_D1675:AMPL_CSET,481,55.27356718,0.3,V_1,LS1_CB08:CAV1_D1675,setpoint,AMP,CAV
V_1:LS1_CB08:CAV1_D1675:AMPL_RSET,481,55.27356718,0.3,V_1,LS1_CB08:CAV1_D1675,readset,AMP,CAV
V_1:LS1_CB08:CAV1_D1675:AMPL_RD,481,55.27356718,0.3,V_1,LS1_CB08:CAV1_D1675,readback,AMP,CAV
V_1:LS1_CB08:BPM_D1677:X_RD,483,55.36916252,0.0,V_1,LS1_CB08:BPM_D1677,readback,X,BPM
V_1:LS1_CB08:BPM_D1677:Y_RD,483,55.36916252,0.0,V_1,LS1_CB08:BPM_D1677,readback,Y,BPM
V_1:LS1_CB08:BPM_D1677:PHA_RD,483,55.36916252,0.0,V_1,LS1_CB08:BPM_D1677,readback,PHA,BPM
V_1:LS1_CB08:BPM_D1677:ENG_RD,483,55.36916252,0.0,V_1,LS1_CB08:BPM_D1677,readback,ENG,BPM
V_1:LS1_CB08:SOL1_D1681:B_CSET,486,55.75117852,0.25,V_1,LS1_CB08:SOL1_D1681,setpoint,B,SOL
V_1:LS1_CB08:SOL1_D1681:B_RSET,486,55.75117852,0.25,V_1,LS1_CB08:SOL1_D1681,readset,B,SOL
V_1:LS1_CB08:SOL1_D1681:B_RD,486,55.75117852,0.25,V_1,LS1_CB08:SOL1_D1681,readback,B,SOL
V_1:LS1_CB08:DCH_D1681:ANG_CSET,487,55.75117852,0.0,V_1,LS1_CB08:DCH_D1681,setpoint,ANG,HCOR
V_1:LS1_CB08:DCH_D1681:ANG_RSET,487,55.75117852,0.0,V_1,LS1_CB08:DCH_D1681,readset,ANG,HCOR
V_1:LS1_CB08:DCH_D1681:ANG_RD,487,55.75117852,0.0,V_1,LS1_CB08:DCH_D1681,readback,ANG,HCOR
V_1:LS1_CB08:DCV_D1681:ANG_CSET,488,55.75117852,0.0,V_1,LS1_CB08:DCV_D1681,setpoint,ANG,VCOR
V_1:LS1_CB08:DCV_D1681:ANG_RSET,488,55.75117852,0.0,V_1,LS1_CB08:DCV_D1681,readset,ANG,VCOR
V_1:LS1_CB08:DCV_D1681:ANG_RD,488,55.75117852,0.0,V_1,LS1_CB08:DCV_D1681,readback,ANG,VCOR
V_1:LS1_CB08:SOL1_D1681:B_CSET,489,56.00117852,0.25,V_1,LS1_CB08:SOL1_D1681,setpoint,B,SOL
V_1:LS1_CB08:SOL1_D1681:B_RSET,489,56.00117852,0.25,V_1,LS1_CB08:SOL1_D1681,readset,B,SOL
V_1:LS1_CB08:SOL1_D1681:B_RD,489,56.00117852,0.25,V_1,LS1_CB08:SOL1_D1681,readback,B,SOL
V_1:LS1_CB08:CAV2_D1687:PHA_CSET,492,56.47591702,0.3,V_1,LS1_CB08:CAV2_D1687,setpoint,PHA,CAV
V_1:LS1_CB08:CAV2_D1687:PHA_RSET,492,56.47591702,0.3,V_1,LS1_CB08:CAV2_D1687,readset,PHA,CAV
V_1:LS1_CB08:CAV2_D1687:PHA_RD,492,56.47591702,0.3,V_1,LS1_CB08:CAV2_D1687,readback,PHA,CAV
V_1:LS1_CB08:CAV2_D1687:AMPL_CSET,492,56.47591702,0.3,V_1,LS1_CB08:CAV2_D1687,setpoint,AMP,CAV
V_1:LS1_CB08:CAV2_D1687:AMPL_RSET,492,56.47591702,0.3,V_1,LS1_CB08:CAV2_D1687,readset,AMP,CAV
V_1:LS1_CB08:CAV2_D1687:AMPL_RD,492,56.47591702,0.3,V_1,LS1_CB08:CAV2_D1687,readback,AMP,CAV
V_1:LS1_CB08:CAV3_D1691:PHA_CSET,494,56.87360502,0.3,V_1,LS1_CB08:CAV3_D1691,setpoint,PHA,CAV
V_1:LS1_CB08:CAV3_D1691:PHA_RSET,494,56.87360502,0.3,V_1,LS1_CB08:CAV3_D1691,readset,PHA,CAV
V_1:LS1_CB08:CAV3_D1691:PHA_RD,494,56.87360502,0.3,V_1,LS1_CB08:CAV3_D1691,readback,PHA,CAV
V_1:LS1_CB08:CAV3_D1691:AMPL_CSET,494,56.87360502,0.3,V_1,LS1_CB08:CAV3_D1691,setpoint,AMP,CAV
V_1:LS1_CB08:CAV3_D1691:AMPL_RSET,494,56.87360502,0.3,V_1,LS1_CB08:CAV3_D1691,readset,AMP,CAV
V_1:LS1_CB08:CAV3_D1691:AMPL_RD,494,56.87360502,0.3,V_1,LS1_CB08:CAV3_D1691,readback,AMP,CAV
V_1:LS1_CB08:CAV4_D1695:PHA_CSET,496,57.27129302,0.3,V_1,LS1_CB08:CAV4_D1695,setpoint,PHA,CAV
V_1:LS1_CB08:CAV4_D1695:PHA_RSET,496,57.27129302,0.3,V_1,LS1_CB08:CAV4_D1695,readset,PHA,CAV
V_1:LS1_CB08:CAV4_D1695:PHA_RD,496,57.27129302,0.3,V_1,LS1_CB08:CAV4_D1695,readback,PHA,CAV
V_1:LS1_CB08:CAV4_D1695:AMPL_CSET,496,57.27129302,0.3,V_1,LS1_CB08:CAV4_D1695,setpoint,AMP,CAV
V_1:LS1_CB08:CAV4_D1695:AMPL_RSET,496,57.27129302,0.3,V_1,LS1_CB08:CAV4_D1695,readset,AMP,CAV
V_1:LS1_CB08:CAV4_D1695:AMPL_RD,496,57.27129302,0.3,V_1,LS1_CB08:CAV4_D1695,readback,AMP,CAV
V_1:LS1_CB08:BPM_D1697:X_RD,498,57.36688836,0.0,V_1,LS1_CB08:BPM_D1697,readback,X,BPM
V_1:LS1_CB08:BPM_D1697:Y_RD,498,57.36688836,0.0,V_1,LS1_CB08:BPM_D1697,readback,Y,BPM
V_1:LS1_CB08:BPM_D1697:PHA_RD,498,57.36688836,0.0,V_1,LS1_CB08:BPM_D1697,readback,PHA,BPM
V_1:LS1_CB08:BPM_D1697:ENG_RD,498,57.36688836,0.0,V_1,LS1_CB08:BPM_D1697,readback,ENG,BPM
V_1:LS1_CB08:SOL2_D1701:B_CSET,501,57.74890436,0.25,V_1,LS1_CB08:SOL2_D1701,setpoint,B,SOL
V_1:LS1_CB08:SOL2_D1701:B_RSET,501,57.74890436,0.25,V_1,LS1_CB08:SOL2_D1701,readset,B,SOL
V_1:LS1_CB08:SOL2_D1701:B_RD,501,57.74890436,0.25,V_1,LS1_CB08:SOL2_D1701,readback,B,SOL
V_1:LS1_CB08:DCH_D1701:ANG_CSET,502,57.74890436,0.0,V_1,LS1_CB08:DCH_D1701,setpoint,ANG,HCOR
V_1:LS1_CB08:DCH_D1701:ANG_RSET,502,57.74890436,0.0,V_1,LS1_CB08:DCH_D1701,readset,ANG,HCOR
V_1:LS1_CB08:DCH_D1701:ANG_RD,502,57.74890436,0.0,V_1,LS1_CB08:DCH_D1701,readback,ANG,HCOR
V_1:LS1_CB08:DCV_D1701:ANG_CSET,503,57.74890436,0.0,V_1,LS1_CB08:DCV_D1701,setpoint,ANG,VCOR
V_1:LS1_CB08:DCV_D1701:ANG_RSET,503,57.74890436,0.0,V_1,LS1_CB08:DCV_D1701,readset,ANG,VCOR
V_1:LS1_CB08:DCV_D1701:ANG_RD,503,57.74890436,0.0,V_1,LS1_CB08:DCV_D1701,readback,ANG,VCOR
V_1:LS1_CB08:SOL2_D1701:B_CSET,504,57.99890436,0.25,V_1,LS1_CB08:SOL2_D1701,setpoint,B,SOL
V_1:LS1_CB08:SOL2_D1701:B_RSET,504,57.99890436,0.25,V_1,LS1_CB08:SOL2_D1701,readset,B,SOL
V_1:LS1_CB08:SOL2_D1701:B_RD,504,57.99890436,0.25,V_1,LS1_CB08:SOL2_D1701,readback,B,SOL
V_1:LS1_CB08:CAV5_D1707:PHA_CSET,507,58.47364286,0.3,V_1,LS1_CB08:CAV5_D1707,setpoint,PHA,CAV
V_1:LS1_CB08:CAV5_D1707:PHA_RSET,507,58.47364286,0.3,V_1,LS1_CB08:CAV5_D1707,readset,PHA,CAV
V_1:LS1_CB08:CAV5_D1707:PHA_RD,507,58.47364286,0.3,V_1,LS1_CB08:CAV5_D1707,readback,PHA,CAV
V_1:LS1_CB08:CAV5_D1707:AMPL_CSET,507,58.47364286,0.3,V_1,LS1_CB08:CAV5_D1707,setpoint,AMP,CAV
V_1:LS1_CB08:CAV5_D1707:AMPL_RSET,507,58.47364286,0.3,V_1,LS1_CB08:CAV5_D1707,readset,AMP,CAV
V_1:LS1_CB08:CAV5_D1707:AMPL_RD,507,58.47364286,0.3,V_1,LS1_CB08:CAV5_D1707,readback,AMP,CAV
V_1:LS1_CB08:CAV6_D1711:PHA_CSET,509,58.87133086,0.3,V_1,LS1_CB08:CAV6_D1711,setpoint,PHA,CAV
V_1:LS1_CB08:CAV6_D1711:PHA_RSET,509,58.87133086,0.3,V_1,LS1_CB08:CAV6_D1711,readset,PHA,CAV
V_1:LS1_CB08:CAV6_D1711:PHA_RD,509,58.87133086,0.3,V_1,LS1_CB08:CAV6_D1711,readback,PHA,CAV
V_1:LS1_CB08:CAV6_D1711:AMPL_CSET,509,58.87133086,0.3,V_1,LS1_CB08:CAV6_D1711,setpoint,AMP,CAV
V_1:LS1_CB08:CAV6_D1711:AMPL_RSET,509,58.87133086,0.3,V_1,LS1_CB08:CAV6_D1711,readset,AMP,CAV
V_1:LS1_CB08:CAV6_D1711:AMPL_RD,509,58.87133086,0.3,V_1,LS1_CB08:CAV6_D1711,readback,AMP,CAV
V_1:LS1_CB08:CAV7_D1715:PHA_CSET,511,59.26901886,0.3,V_1,LS1_CB08:CAV7_D1715,setpoint,PHA,CAV
V_1:LS1_CB08:CAV7_D1715:PHA_RSET,511,59.26901886,0.3,V_1,LS1_CB08:CAV7_D1715,readset,PHA,CAV
V_1:LS1_CB08:CAV7_D1715:PHA_RD,511,59.26901886,0.3,V_1,LS1_CB08:CAV7_D1715,readback,PHA,CAV
V_1:LS1_CB08:CAV7_D1715:AMPL_CSET,511,59.26901886,0.3,V_1,LS1_CB08:CAV7_D1715,setpoint,AMP,CAV
V_1:LS1_CB08:CAV7_D1715:AMPL_RSET,511,59.26901886,0.3,V_1,LS1_CB08:CAV7_D1715,readset,AMP,CAV
V_1:LS1_CB08:CAV7_D1715:AMPL_RD,511,59.26901886,0.3,V_1,LS1_CB08:CAV7_D1715,readback,AMP,CAV
V_1:LS1_CB08:BPM_D1717:X_RD,513,59.3646142,0.0,V_1,LS1_CB08:BPM_D1717,readback,X,BPM
V_1:LS1_CB08:BPM_D1717:Y_RD,513,59.3646142,0.0,V_1,LS1_CB08:BPM_D1717,readback,Y,BPM
V_1:LS1_CB08:BPM_D1717:PHA_RD,513,59.3646142,0.0,V_1,LS1_CB08:BPM_D1717,readback,PHA,BPM
V_1:LS1_CB08:BPM_D1717:ENG_RD,513,59.3646142,0.0,V_1,LS1_CB08:BPM_D1717,readback,ENG,BPM
V_1:LS1_CB08:SOL3_D1721:B_CSET,516,59.7466302,0.25,V_1,LS1_CB08:SOL3_D1721,setpoint,B,SOL
V_1:LS1_CB08:SOL3_D1721:B_RSET,516,59.7466302,0.25,V_1,LS1_CB08:SOL3_D1721,readset,B,SOL
V_1:LS1_CB08:SOL3_D1721:B_RD,516,59.7466302,0.25,V_1,LS1_CB08:SOL3_D1721,readback,B,SOL
V_1:LS1_CB08:DCH_D1721:ANG_CSET,517,59.7466302,0.0,V_1,LS1_CB08:DCH_D1721,setpoint,ANG,HCOR
V_1:LS1_CB08:DCH_D1721:ANG_RSET,517,59.7466302,0.0,V_1,LS1_CB08:DCH_D1721,readset,ANG,HCOR
V_1:LS1_CB08:DCH_D1721:ANG_RD,517,59.7466302,0.0,V_1,LS1_CB08:DCH_D1721,readback,ANG,HCOR
V_1:LS1_CB08:DCV_D1721:ANG_CSET,518,59.7466302,0.0,V_1,LS1_CB08:DCV_D1721,setpoint,ANG,VCOR
V_1:LS1_CB08:DCV_D1721:ANG_RSET,518,59.7466302,0.0,V_1,LS1_CB08:DCV_D1721,readset,ANG,VCOR
V_1:LS1_CB08:DCV_D1721:ANG_RD,518,59.7466302,0.0,V_1,LS1_CB08:DCV_D1721,readback,ANG,VCOR
V_1:LS1_CB08:SOL3_D1721:B_CSET,519,59.9966302,0.25,V_1,LS1_CB08:SOL3_D1721,setpoint,B,SOL
V_1:LS1_CB08:SOL3_D1721:B_RSET,519,59.9966302,0.25,V_1,LS1_CB08:SOL3_D1721,readset,B,SOL
V_1:LS1_CB08:SOL3_D1721:B_RD,519,59.9966302,0.25,V_1,LS1_CB08:SOL3_D1721,readback,B,SOL
V_1:LS1_CB08:CAV8_D1727:PHA_CSET,522,60.4713687,0.3,V_1,LS1_CB08:CAV8_D1727,setpoint,PHA,CAV
V_1:LS1_CB08:CAV8_D1727:PHA_RSET,522,60.4713687,0.3,V_1,LS1_CB08:CAV8_D1727,readset,PHA,CAV
V_1:LS1_CB08:CAV8_D1727:PHA_RD,522,60.4713687,0.3,V_1,LS1_CB08:CAV8_D1727,readback,PHA,CAV
V_1:LS1_CB08:CAV8_D1727:AMPL_CSET,522,60.4713687,0.3,V_1,LS1_CB08:CAV8_D1727,setpoint,AMP,CAV
V_1:LS1_CB08:CAV8_D1727:AMPL_RSET,522,60.4713687,0.3,V_1,LS1_CB08:CAV8_D1727,readset,AMP,CAV
V_1:LS1_CB08:CAV8_D1727:AMPL_RD,522,60.4713687,0.3,V_1,LS1_CB08:CAV8_D1727,readback,AMP,CAV
V_1:LS1_WB08:BPM_D1732:X_RD,526,60.8346802,0.0,V_1,LS1_WB08:BPM_D1732,readback,X,BPM
V_1:LS1_WB08:BPM_D1732:Y_RD,526,60.8346802,0.0,V_1,LS1_WB08:BPM_D1732,readback,Y,BPM
V_1:LS1_WB08:BPM_D1732:PHA_RD,526,60.8346802,0.0,V_1,LS1_WB08:BPM_D1732,readback,PHA,BPM
V_1:LS1_WB08:BPM_D1732:ENG_RD,526,60.8346802,0.0,V_1,LS1_WB08:BPM_D1732,readback,ENG,BPM
V_1:LS1_CB09:CAV1_D1739:PHA_CSET,534,61.6459917,0.3,V_1,LS1_CB09:CAV1_D1739,setpoint,PHA,CAV
V_1:LS1_CB09:CAV1_D1739:PHA_RSET,534,61.6459917,0.3,V_1,LS1_CB09:CAV1_D1739,readset,PHA,CAV
V_1:LS1_CB09:CAV1_D1739:PHA_RD,534,61.6459917,0.3,V_1,LS1_CB09:CAV1_D1739,readback,PHA,CAV
V_1:LS1_CB09:CAV1_D1739:AMPL_CSET,534,61.6459917,0.3,V_1,LS1_CB09:CAV1_D1739,setpoint,AMP,CAV
