PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType
FE_LEBT:DCH_D0840:I_RD,ANG,readback,87,0.0,FE_LEBT:DCH_D0840,13.280301,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0840:I_CSET,ANG,setpoint,87,0.0,FE_LEBT:DCV_D0840,13.280301,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0840:I_RSET,ANG,readset,87,0.0,FE_LEBT:DCV_D0840,13.280301,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0840:I_RD,ANG,readback,87,0.0,FE_LEBT:DCV_D0840,13.280301,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0844:V_CSET,V,setpoint,89,0.2,FE_LEBT:QHE_D0844,13.815301,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0844:V_RSET,V,readset,89,0.2,FE_LEBT:QHE_D0844,13.815301,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0844:V_RD,V,readback,89,0.2,FE_LEBT:QHE_D0844,13.815301,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0848:V_CSET,V,setpoint,91,0.2,FE_LEBT:QVE_D0848,14.150301,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0848:V_RSET,V,readset,91,0.2,FE_LEBT:QVE_D0848,14.150301,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0848:V_RD,V,readback,91,0.2,FE_LEBT:QVE_D0848,14.150301,EQUAD,LIVE,ES_quad_Y,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0851:V_CSET,V,setpoint,93,0.2,FE_LEBT:QHE_D0851,14.485301,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0851:V_RSET,V,readset,93,0.2,FE_LEBT:QHE_D0851,14.485301,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:QE_D0851:V_RD,V,readback,93,0.2,FE_LEBT:QHE_D0851,14.485301,EQUAD,LIVE,ES_quad_X,QUAD_Q7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0856:X_RD,X,readback,95,0.0,FE_LEBT:PM_D0856,14.8283167326,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0856:Y_RD,Y,readback,95,0.0,FE_LEBT:PM_D0856,14.8283167326,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0856:XY_RD,XY,readback,95,0.0,FE_LEBT:PM_D0856,14.8283167326,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0856:XRMS_RD,XRMS,readback,95,0.0,FE_LEBT:PM_D0856,14.8283167326,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0856:YRMS_RD,YRMS,readback,95,0.0,FE_LEBT:PM_D0856,14.8283167326,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0856:XYRMS_RD,XYRMS,readback,95,0.0,FE_LEBT:PM_D0856,14.8283167326,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0868:I_CSET,ANG,setpoint,100,0.0,FE_LEBT:DCH_D0868,16.0840509956,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0868:I_RSET,ANG,readset,100,0.0,FE_LEBT:DCH_D0868,16.0840509956,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
